1,48,352,2.003556954090061,1.8803394587906517,1.1047443783709525,0.42690219956269326,0.33662668347973607,0.6482038044622308,-0.044984001129854706
2,32,258,-2.7964430459099407,-1.109134225419875,-0.6935164911942644,-0.3625017739472407,-0.884152537299485,0.18587503733894317,-0.7799840011298548
3,48,352,0.40355695409005987,1.0698131430011772,0.8143095957622573,0.21233266313885202,-0.31272396587091345,0.38655996884579247,-0.33998400112985466
4,32,258,-4.396443045909942,-1.9196605412093495,-0.9839512738029597,-0.577071310371082,-1.5335031866501345,-0.07576879827749516,-1.0749840011298548
5,32,258,-1.1964430459099415,0.2592868272117028,0.523874813153562,-0.002236873284989227,-0.962074615221563,0.12491613322935416,-0.6349840011298546
6,48,352,2.003556954090059,2.438234195632755,2.0317009001100836,0.5725975638011035,-0.3906460437929915,0.3256010647362035,-0.19498400112985453
7,32,258,-2.7964430459099425,-0.5512394885777718,0.23344003054486673,-0.21680640970883047,-1.6114252645722125,-0.13672770238708415,-0.9299840011298546
8,48,352,0.4035569540900581,1.6277078798432805,1.7412661175013884,0.35802802737726225,-1.039996693143641,0.06395722911976517,-0.48998400112985446
9,32,258,-4.396443045909944,-1.3617658043672463,-0.056994752063828535,-0.4313759461326717,-2.260775913922862,-0.39837153800352243,-1.2249840011298545
10,30,254,-1.1964430459099433,0.817181564053806,1.4508313348926931,0.143458490953421,-1.6893473424942904,-0.1976866064966731,-0.7849840011298543
11,48,352,1.4035569540900568,2.554023669316964,2.3917009001100844,0.6189551796951429,-1.2477889009358487,-0.05042633252407039,-0.5649840011298543
12,32,258,-3.396443045909945,-0.4354500148935627,0.5934400305448675,-0.17044879381479106,-2.4685681217150695,-0.512755099647358,-1.2999840011298542
13,48,350,-0.19644304590994421,1.7434973535274896,2.101266117501389,0.40438564327130166,-1.8971395502864978,-0.3120701681405087,-0.8599840011298541
14,32,258,-4.996443045909945,-1.2459763306830371,0.303005247936172,-0.3850183302386323,-3.117918771065719,-0.7743989352637963,-1.5949840011298542
15,32,258,-1.7964430459099447,0.9329710377380152,1.8108313348926937,0.18981610684746042,-2.546490199637147,-0.573714003756947,-1.154984001129854
16,48,352,1.4035569540900559,3.1119184061590675,3.318657421849215,0.7646505439335531,-1.9750616282085756,-0.37302907225009774,-0.7149840011298538
